record_id,doi,material_name,carbonization_temperature_C,carbonization_time_h,heating_rate_C_min,d002_nm,la_nm,lc_nm,id_ig,ssa_m2_g,pore_volume_cm3_g,category,electrolyte_text,current_density_mA_g,ice,plateau_capacity_mAh_g,reversible_capacity_mAh_g,rate_capability,electrolyte_type,lce
,Caramelization as a Key Stage for the Preparation of Monolithic Hard Carbon with Advanced Performance in Sodium-Ion Batteries,G-240-1300,1300,1.0,,0.3623,,,1.9,8.0,,酯类,1 M NaPF6 in a mixture of 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC) ,25.0,0.75,186.85,282.0,207.7,0.0,1.0986122886681098
470.0,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,HC-900,900,2.0,,0.387,,,1.24,3.0,,酯类,1.0 mol L-1 solution of NaPF6 (Sigma) in a 1:1 volume ratio solution of ethyl carbonate (BASF) and diethyl carbonate (BASF) ,20.0,0.68,129.0,278.0,,0.0,0.7537718023763803
,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,HC-1100,1100,2.0,,0.381,,,1.18,3.8,,酯类,1.0 mol L-1 solution of NaPF6 (Sigma) in a 1:1 volume ratio solution of ethyl carbonate (BASF) and diethyl carbonate (BASF) ,20.0,0.7,137.0,250.0,,0.0,0.8472978603872034
,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,HC-1300,1300,2.0,,0.375,,,1.11,1.42,,酯类,1.0 mol L-1 solution of NaPF6 (Sigma) in a 1:1 volume ratio solution of ethyl carbonate (BASF) and diethyl carbonate (BASF) ,20.0,0.75,143.0,237.0,,0.0,1.0986122886681098
,Comprehensive study on improving the sodium storage performance of low-defect biomass-derived carbon through S or N doping,JFC900S1.5,900,3.0,2.0,0.367,,,1.005,556.96,,醚类,1 M NaClO4 in EC/DEC (1:1 v/v) or 1 M NaCF3SO3 in DEG-DME,100.0,0.3768,0.0,233.33,213.3,1.0,-0.5031529518543305
489.0,Edge-enriched and S-doped carbon nanorods to accelerate electrochemical kinetics of sodium/potassium storage,SCNs-850,850,2.0,2.0,0.391,,,1.38,137.83,0.32,酯类,"1.0 M NaClO4 in EC and DEC (1:1, v/v) ",50.0,0.559,0.0,517.3,92.2,0.0,0.23710459770825335
,Edge-enriched and S-doped carbon nanorods to accelerate electrochemical kinetics of sodium/potassium storage,SCNs-950,950,2.0,2.0,0.37,,,1.28,222.89,0.37,酯类,"1.0 M NaClO4 in EC and DEC (1:1, v/v) ",50.0,0.518,0.0,372.0,159.4,0.0,0.07203112820888292
,Effects of nitrogen and phosphorus co-doped layering on lithium/sodium-ion storage properties of biomass-derived carbonaceous electrode materials,NPWSC-700,700,2.0,5.0,0.424,,,0.95,1271.0,1.1,酯类,"1.0 mol L-1 NaClO4 in ethylene carbonate (EC), dimethyl carbonate (DMC) andethyl methyl carbonate （EMC） (1:1 in volume) with 2.0% fluoroethylene carbonate (FEC)",74.4,0.247,0.0,374.0,110.0,0.0,-1.1146768911719165
497.0,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-800,800,4.0,,0.3736,1.5308,0.7052,2.09,494.6238,0.23389,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.3987,0.0,223.2,84.2,1.0,-0.41088472365821355
,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-900,900,4.0,,0.3711,1.96031,0.7367,2.0,445.9053,0.20857,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.5144,54.86,234.1,124.4,1.0,0.057615933178121005
,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-1000,1000,4.0,,0.377,2.1633,0.7449,1.95,435.3239,0.13364,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.6134,129.81,323.7,228.2,1.0,0.46162668490592035
,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-1300,1300,4.0,,0.3783,2.2705,0.842,1.76,22.98,0.0083,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.717,171.26,376.5,263.3,1.0,0.9296289429563827
,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-1500,1500,4.0,,0.356,2.7063,1.199,1.56,7.3305,0.00569,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.703,0.0,103.7,87.9,1.0,0.861624753007965
,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,"HCM-1300-
ZBE",1300,4.0,,0.3914,2.3059,1.028,1.72,48.9072,0.01779,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.7763,116.4,500.8,376.3,1.0,1.2442331749155506
,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,"HCM-1500-
ZBE",1500,4.0,,0.379,2.4572,1.1485,1.7,58.4125,0.00937,醚类,g 1 mol/L NaPF6 in Diglyme,50.0,0.722,232.48,391.8,300.1,1.0,0.9544040252021891
505.0,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,CNS-600,600,2.0,5.0,0.386,,1.3,1.36,394.0,,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",100.0,0.49,0.0,201.0,139.6,1.0,-0.04000533461369925
,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,CNS-1000,1000,2.0,5.0,0.374,,1.37,1.32,356.0,,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",100.0,0.67,42.6,351.0,173.3,1.0,0.708185057924486
,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,CNS-1300,1300,2.0,5.0,0.368,,1.39,1.28,41.0,,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",100.0,0.69,159.26,435.0,239.0,1.0,0.8001193001121129
,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,PF-1300,1300,2.0,5.0,0.363,,1.44,1.25,28.0,,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",100.0,0.69,145.05,346.0,189.1,1.0,0.8001193001121129
522.0,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,HC-700,700,2.0,5.0,0.403,,,2.1,352.06,,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,30.0,0.565,0.0,116.24,72.6,0.0,0.26147970005775656
,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,"HC-900
",900,2.0,5.0,0.399,,,2.01,131.8,,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,30.0,0.677,35.06,131.65,92.6,0.0,0.7400189496896188
,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,HC-1100,1100,2.0,5.0,0.394,,,1.77,18.74,,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,30.0,0.816,128.45,226.96,183.2,0.0,1.489478597355121
,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,HC-1400,1400,2.0,5.0,0.386,,,1.54,6.64,,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,30.0,0.891,188.79,299.61,258.0,0.0,2.100996545241666
526.0,Facile synthesis of N/O dual-doped carbon spheres with excellent electrochemical performance,NOCS,800,2.0,,0.375,,,1.76,211.0,0.09,醚类,NaSO3CF3 (1 M) in diglyme,50.0,0.614,0.0,314.0,155.9,1.0,0.4641575586823115
,Gradient Supramolecular Preorganization Endows the Derived N/P Dual-Doped Carbon Nanosheets with Tunable Storage Performance toward Sodium-Ion Batteries,NP-PCN,800,2.0,3.0,0.47,,,1.08,435.34,,酯类,"1 M NaClO4 in dimethyl carbonate (DMC) and ethylene carbonate (EC) (1:1, v/v) with 5 vol % fluorinated ethylene carbonate (FEC) ",100.0,0.385,0.0,262.0,114.0,0.0,-0.46837893351873355
537.0,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-80,1400,1.0,,0.377,4.93,1.5,1.956,1.82,,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,30.0,0.904,240.14,343.0,,0.0,2.2424811689243405
,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-200,1400,1.0,,0.388,4.74,1.34,2.132,5.65,,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,30.0,0.801,208.65,292.0,,0.0,1.3925561223438672
,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-150,1400,1.0,,0.38,4.81,1.42,2.058,4.78,,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,30.0,0.84,221.8,313.0,,0.0,1.6582280766035322
,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-50,1400,1.0,,0.37,5.02,1.69,1.925,4.07,,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,30.0,0.862,240.0,335.0,,0.0,1.8320015855064884
,Hierarchical Porous and Sandwich-like Sulfur-Doped Carbon Nanosheets as High-Performance Anodes for Sodium-Ion Batteries,SCNs,1000,2.0,0.5,0.377,,,1.57,273.2,0.35,酯类,1 M NaClO4 in a solvent mixture of EC and DEC (1:1 vol %) with 5.0% fluorinated ethylene carbonate (FEC),20.0,0.551,105.01,314.9,118.8,0.0,0.20471192141066033
,Investigation of pyrolysed anthracite as an anode material for sodium ion batteries,WYM-1100 ,1100,3.0,5.0,0.374,,,2.26,48.19,,酯类,1 mol L-1 NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) at a volume ratio of 1 : 1 with 5 wt% fluoroethylene carbonate (FEC),100.0,0.698,53.28,210.6,186.1,0.0,0.8377920853875026
598.0,Jute-Fiber Precursor-Derived Low-Cost Sustainable Hard Carbon with Varying Micro/Mesoporosity and Distinct Storage Mechanisms for Sodium-Ion and Potassium-Ion Batteries,JPC-D,800,2.0,,0.379,,,3.38,210.9,0.128,酯类,1 M NaPF6 salt in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 by volume),30.0,0.66,81.04,328.0,90.0,0.0,0.6632942174102643
,Jute-Fiber Precursor-Derived Low-Cost Sustainable Hard Carbon with Varying Micro/Mesoporosity and Distinct Storage Mechanisms for Sodium-Ion and Potassium-Ion Batteries,JPC-M,800,2.0,,0.367,,,3.57,516.0,0.248,酯类,1 M NaPF6 salt in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 by volume),30.0,0.52,0.0,283.0,96.0,0.0,0.08004270767353656
,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-37,1200,2.0,5.0,0.388,,,1.9047619047619047,2.49,0.0084,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,30.0,0.8,123.21600000000001,272.0,10.4,0.0,1.3862943611198908
,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-55,1200,2.0,5.0,0.382,,,1.8691588785046729,1.09,0.0048,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,30.0,0.818,174.168,328.0,62.3,0.0,1.5028556495259513
,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-73,1200,2.0,5.0,0.377,,,1.8484288354898335,1.48,0.0053,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,30.0,0.829,196.156,356.0,55.7,0.0,1.5785565986326349
,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-82,1200,2.0,5.0,0.361,,,1.6313213703099512,4.93,0.0126,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,30.0,0.764,167.693,317.0,91.5,0.0,1.1747359841409104
,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LC,1200,2.0,5.0,0.345,,,1.5923566878980893,169.52,0.2367,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,30.0,0.599,96.86,290.0,76.4,0.0,0.4013001708088801
610.0,Microporous Carbon Nanospheres with Fast Sodium Storage Capability Enabled by Dominant Capacitive Behavior,MHCS-600,600,2.0,5.0,0.382,,1.262,2.74,301.0,0.296,醚类,"1 mol L–1 NaPF6 in 1,2-dimethoxyethane (DME)",100.0,0.6042,0.0,132.0,109.0,1.0,0.4229962357841061
,Microporous Carbon Nanospheres with Fast Sodium Storage Capability Enabled by Dominant Capacitive Behavior,MHCS-1300,1300,2.0,5.0,0.37,,1.311,1.62,101.0,0.14,醚类,"1 mol L–1 NaPF6 in 1,2-dimethoxyethane (DME)",100.0,0.6655,91.15,230.0,194.0,1.0,0.6879017582668832
,N/O Co-Doped Hard Carbon Derived from Cocklebur Fruit for Sodium-Ion Storage,H1000,1000,3.0,,0.379,,,2.04,73.38,,醚类, 1 M NaCF3SO3 in DIGLYME ,50.0,0.6242,99.79,225.36741,156.9,1.0,0.5074137428573141
,N/O Co-Doped Hard Carbon Derived from Cocklebur Fruit for Sodium-Ion Storage,H1100,1100,3.0,,0.376,,,1.79,64.15,,醚类, 1 M NaCF3SO3 in DIGLYME ,50.0,0.6908,123.35,252.88115599999998,164.2,1.0,0.8038620295592565
,"Na Storage Activity or Inertness of P-Configurations in N, P Dual-Doped Carbon Nanofibers: Bulk vs Surface",NP-CNFs-1.0,800,2.0,,0.385,,,1.11,12.98,0.022,酯类,"1 M NaClO4 in ethylene carbonate (EC), dimethyl carbonate (DMC), and methyl ethyl carbonate (EMC) with 5% fluoroethylene carbonate (FEC) ",50.0,0.66,51.3,295.4,169.6,0.0,0.6632942174102643
,"Na Storage Activity or Inertness of P-Configurations in N, P Dual-Doped Carbon Nanofibers: Bulk vs Surface",N-CNFs,800,2.0,,0.361,,,1.01,12.41,0.022,酯类,"1 M NaClO4 in ethylene carbonate (EC), dimethyl carbonate (DMC), and methyl ethyl carbonate (EMC) with 5% fluoroethylene carbonate (FEC) ",50.0,0.653,63.4,194.3,136.8,0.0,0.632252349329572
630.0,Nanocasting construction of few-graphene-layers carbon with tunable layer spacing as ultra-stable anode for sodium-ion batteries,GLC-700,700,,,0.48,,,0.95,498.23,,酯类,"1.0 M NaClO4 in EC and PC (1:1, v/v) ",20.0,0.358,0.0,222.56,119.4,0.0,-0.584055317289261
635.0,Navel orange peel-derived hard carbons as high performance anode materials of Na and Li-ion batteries,HC-900,900,3.0,2.0,0.399,,,1.79,645.0,0.61,酯类,"1 M NaClO4 (EC: DMC = 1: 1, with addition of 5 % NaNO3) ",100.0,0.428,45.5,132.9,82.2,0.0,-0.2900157957980013
,Navel orange peel-derived hard carbons as high performance anode materials of Na and Li-ion batteries,HC-1100,1100,3.0,2.0,0.381,,,1.64,547.0,0.14,酯类,"1 M NaClO4 (EC: DMC = 1: 1, with addition of 5 % NaNO3) ",100.0,0.475,90.1,195.2,92.2,0.0,-0.10008345855698265
658.0,Open or Closed? Elucidating the Correlation between Micropore Nature and Sodium Storage Mechanisms in Hard Carbon,CSDHC,1000,2.0,,0.372,,,1.04,40.0,0.068,酯类,1 M NaClO4 in 1 : 1 (volume ratio) ethylene carbonate (EC)-diethyl carbonate (DEC) ,100.0,0.64,94.37,265.6,,0.0,0.5753641449035619
,Open or Closed? Elucidating the Correlation between Micropore Nature and Sodium Storage Mechanisms in Hard Carbon,CSDHC 280/15,1000,2.0,,0.364,,,1.08,60.0,0.077518,酯类,1 M NaClO4 in 1 : 1 (volume ratio) ethylene carbonate (EC)-diethyl carbonate (DEC) ,100.0,0.54,45.89,225.72000000000003,,0.0,0.16034265007517948
,Open or Closed? Elucidating the Correlation between Micropore Nature and Sodium Storage Mechanisms in Hard Carbon,CSDHC 300/30,1000,2.0,,0.36,,,1.06,655.0,,酯类,1 M NaClO4 in 1 : 1 (volume ratio) ethylene carbonate (EC)-diethyl carbonate (DEC) ,100.0,0.37,0.0,184.63,,0.0,-0.5322168137473082
,Phosphorus/sulfur co-doped hard carbon with a well-designed porous bowl-like structure and enhanced initial coulombic efficiency for high-performance sodium storage,P-HCB,700,2.0,5.0,0.423,,,0.97,356.4,,醚类,1 M NaPF6 dissolved in dimethoxyethane (DME),200.0,0.7185,0.0,,221.9,1.0,0.9370332579393348
,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1100,1100,2.0,10.0,0.387,1.255,0.798,2.22,35.6296,0.033,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),30.0,0.727,140.53,266.1,265.1,1.0,0.9794546823485596
,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1300,1300,2.0,10.0,0.385,1.188,0.852,2.2,13.0375,0.017,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),30.0,0.841,227.27,348.5,251.7,1.0,1.6656874577527163
,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1500,1500,2.0,10.0,0.371,1.806,0.983,2.04,3.7649,0.017,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),30.0,0.856,239.39,310.0,269.4,1.0,1.7824570765657413
,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1700,1700,2.0,10.0,0.37,1.701,1.027,1.97,3.6883,0.014,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),30.0,0.876,240.0,314.5,277.9,1.0,1.9550845253313545
688.0,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD0-15,1500,2.0,,0.354,5.07,1.5,1.08,75.11,,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,20.0,0.7931,100.89,201.0,26.0,0.0,1.3437137323377768
,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD2-15,1500,2.0,,0.36,4.71,1.37,1.1,71.12,,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,20.0,0.7895,132.37,246.0,49.0,0.0,1.3219141805732606
,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD4-15,1500,2.0,,0.365,4.04,1.28,1.13,60.83,,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,20.0,0.8092,135.03,253.0,49.0,0.0,1.4448203462794045
,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD6-15,1500,2.0,,0.372,3.79,1.25,1.18,61.15,,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,20.0,0.7779,152.34,276.0,50.0,0.0,1.253470250312347
,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD8-15,1500,2.0,,0.373,3.47,1.23,1.22,59.4,,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,20.0,0.8019,163.03,281.0,47.0,0.0,1.3982119581084773
,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD10-15,1500,2.0,,0.375,3.25,1.15,1.27,77.02,,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,20.0,0.8061,202.67,375.0,52.0,0.0,1.4248652420409496
694.0,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1000,1000,2.0,3.0,0.41,3.25,0.96,4.0,11.2,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.723,81.96,216.4,,0.0,0.9593917159714261
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1200,1200,2.0,3.0,0.396,3.67,1.01,3.7,19.7,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.728,143.53,281.6,,0.0,0.9844989819006886
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1400,1400,2.0,3.0,0.392,4.04,1.16,2.56,10.5,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.801,178.82,292.6,26.9,0.0,1.3925561223438672
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1600,1600,2.0,3.0,0.346,4.37,1.62,2.38,10.3,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.795,184.31,290.7,,0.0,1.355332135515924
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1000,1000,2.0,3.0,0.413,3.78,0.96,2.33,398.1,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.749,118.27,295.1,,0.0,1.0932860443854355
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1200,1200,2.0,3.0,0.392,4.03,1.05,2.22,103.1,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.681,120.63,239.5,,0.0,0.758371203364668
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1400,1400,2.0,3.0,0.388,4.45,1.09,1.96,5.8,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.873,216.5,343.3,49.2,0.0,1.927748469381011
,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1600,1600,2.0,3.0,0.351,4.78,1.46,1.85,4.0,,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",20.0,0.806,163.06,256.6,,0.0,1.4242255834433004
,Screening Heteroatom Configurations for Reversible Sloping Capacity Promises High-Power Na-Ion Batteries,PO-SC-19,800,,,0.405,,,0.97,39.4,,酯类," 1 M NaPF6 in ethyl carbonate (EC)and dimethyl carbonate (DMC) (1:1, v/v) ",30.0,0.6,0.0,267.0,,0.0,0.4054651081081642
,Screening Heteroatom Configurations for Reversible Sloping Capacity Promises High-Power Na-Ion Batteries,PO-SC-S-1000,1000,,,0.358,,,0.98,9.5,,酯类," 1 M NaPF6 in ethyl carbonate (EC)and dimethyl carbonate (DMC) (1:1, v/v) ",30.0,0.75,0.0,173.0,,0.0,1.0986122886681098
,"Self-supported hard carbon anode from fungus-treated basswood
towards sodium-ion batteries",C1300,1300,6.0,,0.379,,,1.277139208173691,29.3,0.04,醚类,1 M NaPF6 in diethylene glycol dimethyl,10.0,0.843,176.64,274.2,,1.0,1.680721152653547
,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,NC,900,3.0,3.0,0.361,,,0.83,10.42,0.014,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,20.0,0.6409,36.88,192.43,131.8,1.0,0.5792725372781442
,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,2BNC,900,3.0,3.0,0.3617,,,0.85,12.3,0.032,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,20.0,0.6816,65.56,231.83,166.7,1.0,0.7611345215448779
,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,5BNC,900,3.0,3.0,0.3625,,,0.87,12.29,0.024,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,20.0,0.669,75.0,256.9,186.0,1.0,0.7036656847511656
,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,10BNC,900,3.0,3.0,0.3639,,,0.88,8.2,0.014,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,20.0,0.6951,76.6,242.55,175.9,1.0,0.8240718661122313
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC800,800,2.0,,0.387,3.39,1.15,2.04,136.0,0.226,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.5988,53.72,211.4,92.9,0.0,0.40046759645769275
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1000,1000,2.0,,0.385,3.25,1.18,2.01,120.7,0.21,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.6408,85.2,237.6,81.3,0.0,0.5788380593261051
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1200,1200,2.0,,0.386,3.73,1.2,1.96,4.9,0.016,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.6677,121.43,251.19,73.2,0.0,0.6978007955032745
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1400,1400,2.0,,0.366,4.24,1.25,1.91,4.1,0.014,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.7645,137.44,258.14,58.0,0.0,1.1775111119126442
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1600,1600,2.0,,0.343,6.22,5.21,1.89,4.1,0.01,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.7277,150.0,248.0,43.8,0.0,0.9829844756733269
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC2800,2800,2.0,,0.343,8.24,8.81,0.52,2.8,0.007,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.3784,9.77,58.6,14.3,0.0,-0.49634496187571436
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC800,800,2.0,,0.347,4.49,1.58,1.66,8.4,0.015,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.6603,0.0,193.95,91.2,0.0,0.6646314020339874
